text,topic
"England eye win after Thorpe ton

Second Test, Durban, day four (close): England: 139 & 570-7d v South Africa 332 & 21-1

Thorpe shared in stands of 114 with Andrew Flintoff (60) and 132 with Geraint Jones (73) after England had lost three for 21 in the morning. The left-hander's 16th Test ton came off 209 balls and included 15 fours. The hosts fell to 21-1 at stumps, with Matthew Hoggard trapping home skipper Graeme Smith lbw for five. To win, South Africa will have to break their own chasing record at the ground, which they set in 2002 when scoring 340 to beat Australia. On day three South Africa waited all day for a wicket, but three came along at once when play resumed on the fourth. Makhaya Ntini was the man to ignite the flame, tempting Andrew Strauss into a dalliance outside the off-stump which was pouched by Martin van Jaarsveld at third slip.

The prolific opener had added only four runs to his overnight 132 when departing. Ntini followed up with the wicket of Michael Vaughan, whose poor run continued when he was cramped up by a short ball and gloved behind for 10, taking his four-innings aggregate this series to 53. Shaun Pollock was doing a fine job tying up his end, and England soon fell to 314-4 when Jacques Kallis put an end to Mark Butcher's painful 70-ball 13. It left the visitors' leading by just 121 with the middle-order exposed, but the lack of depth in South Africa's attack gave England the chance to stabilise. With Graeme Smith forced to rely on support acts Dale Steyn (1-122) and Nicky Boje (1-163), England reasserted thanks to Thorpe and his partnerships with Flintoff and Jones. Flintoff, careful to avoid a pair of ducks, was indecisive early on, edging streakily for four and being struck on the shoulder in one Steyn over. But the all-rounder ended the first session with a full-blooded cover-drive that sent Steyn to the fence, and he carried on in similar vein after the interval. A six off Pollock over long-on was followed by two more off Ntini over square-leg, and Flintoff emulated Thorpe by reaching 50 with a boundary. South Africa's only strike of the afternoon came when Smith offered a long-hop to Flintoff and enticed an edge, which AB de Villiers gloved behind the stumps. England's scoring rate increased when Jones came to the crease, and he complemented Thorpe's grafting approach with some abrasive strokeplay. The keeper blazed 73 off 82 balls, with 10 fours and two sixes, as England chased quick runs prior to the declaration, joining Thorpe in top-edging the hapless Steyn over the keeper's head on numerous occasions. South Africa were forced to place a fielder at long-stop, but the runs continued to flow until Jones holed out at long-on to give Boje his sole strike. Ashley Giles, who will be fit to bowl in day five after suffering back spasms, came out to bat, but his swift removal by Steyn prompted the declaration.

Graeme Smith (captain), Herschelle Gibbs, Jacques Rudolph, Jacques Kallis, Martin van Jaarsveld, Hashim Amla, AB de Villiers, Shaun Pollock, Nicky Boje, Makhaya Ntini, Dale Steyn.

Marcus Trescothick, Andrew Strauss, Mark Butcher, Michael Vaughan (captain), Graham Thorpe, Andrew Flintoff, Geraint Jones, Ashley Giles, Matthew Hoggard, Simon Jones, Stephen Harmison.

D Hair, S Taufel.
",cricket
"Sri Lanka cancel tour

Sri Lanka have cancelled their cricket tour of New Zealand following the tsunami disaster that has ravaged the country, it has been confirmed.

The tour had been put on hold after the first one-day international game was played on 26 December, the same day the tidal wave struck the island country. Sri Lanka Cricket initially said it would postpone the tour but on Wednesday decided to pull out. ""We fully understand the decision,"" said ICC chief executive Malcolm Speed. The latest death toll for Sri Lankans caught up in the disaster stands at 22,000. A statement from Sri Lanka Cricket stated: ""The Sri Lankan cricketers have always stood by the people of this country in good times and bad times. ""The cancellation of this tour will enable the cricketers to help the board assist victims of the disaster."" Speed said: ""The impact of the tsunami on Sri Lanka has been devastating. ""In this situation where two of our members have agreed to postpone the series there is no issue of fines or compensation. ""The Sri Lankan players will now be able to return to their families and the series will be replayed at a date in the future to be confirmed."" The tour, comprising one-day internationals and Test matches, will now be rescheduled by both cricket boards by mutual agreement.

None of the Sri Lanka squad lost family members in the disaster, but the mothers of Sanath Jayasuriya and Upul Chandana are believed to have been injured. Star spin bowler Muttiah Muralitharan, meanwhile, came within minutes of being caught up in the huge tidal waves which swept across the Sri Lankan coastline at Galle. ""I missed the wave by 20 minutes. I had only just left Galle so I am very lucky to be alive,"" he said, having had to miss the early part of the tour due to injury. New Zealand Cricket chief executive Martin Snedden said: ""We will now give the Sri Lankan cricket team every assistance to return home as soon as possible. ""As the magnitude of the recent events in Sri Lanka has unfolded it has become more difficult for the Sri Lankan team to remain in New Zealand.""
",cricket
"Australia take control

Third Test, Sydney, day three (close): Australia 568; Pakistan 304 & 67-1

They put on 153 for the fifth wicket before Gilchrist fell to spinner Danish Kaneria for 113, a 120-ball innings which included five sixes. Ponting was bowled by Naved-ul-Hasan soon after and Kaneria worked his way through the tail for figures of 7-188. Australia were all out for 568, a lead of 264, with Pakistan 67-1 at stumps. The home side were anxious to make up for lost time after rain prevented any play during the morning session. Ponting resumed on 155, but was content to play second fiddle to Gilchrist, who set about the bowling in his customary forthright manner. He passed 4,000 Test runs as Australia added 169 during the afternoon and reached his 13th century in spectacular style with two sixes off Mohammad Asif to reach 92 and then two successive fours off Shahid Afridi. His captain, meanwhile, registered the highest score by an Australian batsman at the Sydney Cricket Ground when he passed Greg Chappell's 182 and was 196 not out at tea. He had lost Gilchrist by then, one of three stumping victims for Kamran Akmal, but newcomer Shane Watson looked solid in his first Test innings as they added 58. Ponting's 200 arrived off 311 balls with a boundary off Naved, but the bowler gained his revenge when the Australian skipper chopped a ball into his stumps.

He is now one of only 13 batsmen in history to score four or more double centuries in Tests - and only the third Australian after Sir Don Bradman and Chappell. His departure heralded a rush of five wickets in nine overs with Watson caught for 31 off Kaneria, who ended the innings with the wicket of Shane Warne for 16. It was the third time the 24-year-old leg-spinner had taken seven wickets in a Test innings. Facing such a sizeable deficit, Pakistan needed a good start to their second innings and Yasir Hameed and Salman Butt began with a flurry of boundaries. They put on 46 in nine overs, but the introduction of spin led to Butt's undoing as he flashed at a wide ball from Stuart MacGill and was caught at slip by Warne for 21. Hameed progressed to 40 not out off 46 balls, and new partner Younis Khan made five, before an offer of bad light from the umpires brought play to an end.

Matthew Hayden, Justin Langer, Ricky Ponting (capt), Damien Martyn, Michael Clarke, Shane Watson, Adam Gilchrist (wkt), Shane Warne, Jason Gillespie, Glenn McGrath, Stuart MacGill.

Salman Butt, Imran Farhat, Yasir Hameed, Younis Khan, Yousuf Youhana (capt), Asim Kamal, Kamran Akmal (wkt), Mohammad Asif Shoaib Akhtar, Naved-ul-Hasan, Danish Kaneria. Umpires: B Bowden (NZ), D Shepherd (Eng).
",cricket
"Australia complete sweep

Third Test, Sydney, day four (result): Australia 568 & 62-1 bt Pakistan 304 & 325

Pakistan, continuing on 67-1 overnight, posted 325 all out in their second innings and the home team quickly scored the 62 runs needed for victory. Asim Kamal top scored for the visitors with a well-made 87, but Australia were always in control after building a first-innings lead of 264. And on a turning wicket Shane Warne took 4-111 and Stuart MacGill 3-83. Australia took three wickets during the morning session to reduce Pakistan to 172-4, still 92 runs behind the home team's first-innings total. It seemed at one point as though stubborn resistance would limit the visitors to the loss of Yasir Hameed during the first session of the day. But with lunch approaching the Australians swung the balance of the session in their favour with two wickets in two balls. Yousef Youhana was bowled by MacGill for 30 before Younis Khan was trapped lbw to Shane Watson to become the all-rounder's first Test victim.

After lunch Shahid Afridi was run out after a typically aggressive innings and his dimissal was sparked a fall of five wickets for 32 runs as the Pakistan lower order again threatened to capitulate. At one point they had been reduced to 270-9 after steadily losing wickets throughout the afternoon session. Shortly before the scheduled tea interval Australia claimed the extra half hour as they went in search of victory. But Asim Kamal, partnered by Mohammad Asif, who scored his first runs in Test cricket, put on 55 for the last wicket to set Australia a meagre target for victory. Jason Langer and Matthew Hayden wasted no time in setting about the victory target, thrashing a series of boundaries. With victory just four runs away Langer was bowled sweeping around his legs and new batsman Ricky Ponting smashed the next delivery to the boundary to seal victory.

Matthew Hayden, Justin Langer, Ricky Ponting (capt), Damien Martyn, Michael Clarke, Shane Watson, Adam Gilchrist (wkt), Shane Warne, Jason Gillespie, Glenn McGrath, Stuart MacGill.

Salman Butt, Imran Farhat, Yasir Hameed, Younis Khan,Yousuf Youhana (capt), Asim Kamal, Kamran Akmal (wkt), Mohammad AsifShoaib Akhtar, Naved-ul-Hasan, Danish Kaneria. Umpires: B Bowden (NZ), D Shepherd (Eng).
",cricket
"Australia complete series sweep

Third Test, Sydney, day four (result): Australia 568 & 62-1 bt Pakistan 304 & 325

Pakistan, continuing on 67-1 overnight, posted 325 all out in their second innings and the home team quickly scored the 62 runs needed for victory. Asim Kamal top scored for the visitors with a well-made 87, but Australia were always in control after building a first-innings lead of 264. And on a turning wicket Shane Warne took 4-111 and Stuart MacGill 3-83. Australia took three wickets during the morning session to reduce Pakistan to 172-4, still 92 runs behind the home team's first-innings total. It seemed at one point as though stubborn resistance would limit the visitors to the loss of Yasir Hameed during the first session of the day. But with lunch approaching the Australians swung the balance of the session in their favour with two wickets in two balls. Yousef Youhana was bowled by MacGill for 30 before Younis Khan was trapped lbw to Shane Watson to become the all-rounder's first Test victim.

After lunch Shahid Afridi was run out after a typically aggressive innings and his dimissal was sparked a fall of five wickets for 32 runs as the Pakistan lower order again threatened to capitulate. At one point they had been reduced to 270-9 after steadily losing wickets throughout the afternoon session. Shortly before the scheduled tea interval Australia claimed the extra half hour as they went in search of victory. But Asim Kamal, partnered by Mohammad Asif, who scored his first runs in Test cricket, put on 55 for the last wicket to set Australia a meagre target for victory. Jason Langer and Matthew Hayden wasted no time in setting about the victory target, thrashing a series of boundaries. With victory just four runs away Langer was bowled sweeping around his legs and new batsman Ricky Ponting smashed the next delivery to the boundary to seal victory.

Matthew Hayden, Justin Langer, Ricky Ponting (capt), Damien Martyn, Michael Clarke, Shane Watson, Adam Gilchrist (wkt), Shane Warne, Jason Gillespie, Glenn McGrath, Stuart MacGill.

Salman Butt, Imran Farhat, Yasir Hameed, Younis Khan,Yousuf Youhana (capt), Asim Kamal, Kamran Akmal (wkt), Mohammad AsifShoaib Akhtar, Naved-ul-Hasan, Danish Kaneria. Umpires: B Bowden (NZ), D Shepherd (Eng).
",cricket
"England pondering line-up

First one-day international, Johannesburg South Africa v England

Play starts Sunday, 0800 GMT

Ian Bell, Kevin Pietersen and Kabir Ali all performed so well in the warm-up win over South Africa A as to give captain Michael Vaughan some dilemmas. Vaughan admired Pietersen's 97 off 84 balls on Thursday. He said: ""The players are still talking about his innings so it must have been special. ""You certainly want any guy who can clear the ropes in your team."" Vaughan, set to bat at four with Pietersen a spot lower in the order, added: ""Kevin is a character, someone who is very confident and doesn't mind having a word. I like that. ""But Sunday's a big selection to make because Ian Bell and Pietersen played so well in Kimberley, and Kabir Ali bowled well. ""We will have a few new players on Sunday and it will be a big opportunity for them to try to establish themselves in the team. ""It will also be a great experience for them as we build for the World Cup in a couple of years time.""

Bell anchored England's win in Kimberley with an accomplished unbeaten 87. His best chance of playing would perhaps be to dislodge Vikram Solanki and provide Marcus Trescothick with a new opening partner. But England have shown long-term patience with Solanki even though he has almost always been inconsistent. Kabir, who took 4-40 on Thursday, features in a squad rich in seam bowlers, with Matthew Hoggard and Simon Jones both rested for the warm-up. Vaughan predicted the seven-match one-day series would be tightly contested, even though South Africa have fallen to seventh in the ICC rankings. ""It's going to be tough because they're a good team, especially at home, who bat very deep. They've got so many all-rounders. ""But their record is not so great in the last year, so that's something for us to aim at.""

South Africa captain Graeme Smith defended his team's recent record, despite the fact they have won just two of their last 13 one-day internationals. He said: ""It's been difficult, but we've been playing a lot in the sub-continent. In our own conditions we've got a good record in one-day cricket."" The captain confirmed he would open the batting with Herschelle Gibbs. Smith said his team were ""not too fussed"" about the probable inclusion in the England team of batsman Kevin Pietersen, who was born in KwaZulu-Natal. ""He enjoys the attention, but we will just have to knock him over early,"" said Smith. ""It will be easier to have him sitting in the changing-room and then we will not get banned if we abuse him.""

M Vaughan (capt), Kabir Ali, J Anderson, G Batty, I Bell, P Collingwood, A Giles, D Gough, S Harmison, M Hoggard, G Jones (wkt), S Jones, K Pietersen, V Solanki, A Strauss, M Trescothick, A Wharf.

G Smith (capt), A Bacher, N Boje, M Boucher (wkt), AB de Villiers, H Gibbs, A Hall, J Kallis, J Kemp, C Langeveldt, A Nel, M Ntini, A Prince, S Pollock, J Rudolph.
",cricket
"Bangladesh build platform

First Test, Chittagong, day two (stumps): Bangladesh 488 v Zimbabwe 84-4

They began by extending their overnight 280-4 by 208 in just over two sessions, for their highest Test total of 488. Rajin Saleh led the way with 89 and Mohammad Rafique hit four sixes in his 69, sharing stands of 69 and 62 with Khaled Mashud and Mashrafe bin Mortaza. Zimbabwe then lost four wickets inside 21 overs before a slight recovery. The home side had only passed 400 twice previously in 34 Tests, scoring 400 against India in their inaugural match in 2000 and 416 in the West Indies last year. They suffered an early setback when Aftab Ahmed was lbw to Christopher Mpofu for six in the third over of play.

But Saleh, who was 60 not out overnight, progressed to his best score in Tests before departing with the total on 341. Mashud's innings was sedate in tempo, taking up 120 balls and featuring only six boundaries, and he was denied a half century when he became 18-year-old Graeme Cremer's first Test victim. Leg-spinner Cremer found the edge and Mluleki Nkala, the sole slip fielder, made no mistake. Mashud's departure signalled an end to the niceties as Rafique and Mortaza tore into tiring bowlers.

In contrast to the opening session in which only 66 runs were scored, the duo went along at six an over before Rafique was caught behind off Mpofu. But Mortaza struck eight fours as he went past his previous best of 29, reaching 40 not out at tea. Mpofu bowled Tapash Baisya for six in the first over following the re-start, but Mortaza responded by hoisting Matsikenyeri over mid-wicket for six. The innings finally came to an end when Mortaza, on 48, cut a ball from Cremer into the hands of Vusi Sibanda at backward point. Mpofu finished with 4-109 for the Zimbabweans in his debut Test appearance. Matsikenyeri got Zimbabwe off to a fluent start, with five fours in his 28 from 30 balls before he was caught at slip in the eighth over. Vusimuzi Sibanda scored all of his 12 runs in boundaries before he was trapped by Mohammad Rafique, the left-arm spinner also snaring Cremer third ball for a duck. Opener Barney Rogers was more watchful, taking 28 deliveries to open his account, but he was run out at the non-striker's end when Enamul Haque diverted a ball onto the stumps. Hamilton Masakadza remained undefeated, with four fours in his 28, sharing an unbroken 25 with Brendon Taylor who hit two fours in his eight not out, as three boundaries came in the final two overs.

Habibul Bashar (captain), Khaled Mashud, Nafis Iqbal, Javed Omar, Mohammed Ashraful, Rajin Saleh, Aftab Ahmed, Mohammed Rafique, Enamul Haque, Tapash Baishya and Mashrafe bin Mortaza.

Tatenda Taibu (captain), Elton Chigumbura, Stuart Matsikenyeri, Barney Rogers, Vusimuzi Sibanda, Hamilton Masakadza, Brendan Taylor, Graeme Cremer, Christopher Mpofu, Douglas Hondo, Mluleki Nkala. Umpires: T Wijewardena (Sri), Asad Rauf (Pkn)
",cricket
"Kenya cricket boss fights sacking

Kenya Cricket Association president Sharad Ghai has obtained a court order preventing his dismissal by the government over financial allegations.

Ghai was accused of failing to account for sponsorship money, resolve player disputes or hold regular elections. Sports Minister Ochillo Ayacko has appointed a caretaker committee, headed by Issac Kalua, to serve for three months before new elections take place. But the order prevents Kalua moving in for 21 days, pending a judicial review. Ghai insisted his committee had always submitted receipts and audited accounts of its expenditure.

He has refused to hand over the office keys to Kalua and was angered when the interim committee broke into the building under police supervision. ""What we are saying is that this should have been done ina dignified manner,"" he protested. ""There was supposed to be a date and time set for office handover, and this is what is expected to happen in any civil society."" It is not the first time the government has made accusations of financial mismanagement against the board. In 2002 they disbanded the committee, but a court reinstated the officials.
",cricket
"Union to contest Vaughan penalty

The hefty fine imposed on England captain Michael Vaughan during the fourth Test against South Africa is to be challenged by his players' union.

Vaughan lost his match fee of £5,500 after referee Clive Lloyd ruled he was wrong to complain about ""inconsistent"" umpiring on the second day. The captain felt the umpires erred over whether to play during poor light. PCA chief executive Richard Bevan said: ""To impose a 100% fine is ridiculous and taken out of all proportion.""

Vaughan was charged with a breach of level two of the International Cricket Council's code of conduct. There are four levels of offences ranging from one to four with four being the most serious. Only those punished for level three or four offences have the opportunity to contest. ""If they are going to impose the maximum fine they must allow an appeal procedure,"" Bevan continued. ""We will be calling the ICC and if we don't receive some common sense we will consider legal action under European Laws."" Vaughan made the comments after umpires Steve Bucknor and Aleem Dar ended the second day because of bad light, even though Vaughan, who was at the crease at the time, wanted to go on.

""The ICC expect players to promote the game and talk to TV and the media and all Michael did was answer some questions honestly,"" Bevan explained. ""He did not swear or abuse anyone, he politely suggested there had been some in consistent umpiring. He certainly did not bring cricket into disrepute. ""It strikes me the umpires have had a poor Test both on and off the field all match."" Bevan was due to meet the ECB on Monday to get their backing.
",cricket
"Vaughan endures day to forget

This was England's worst day for a long time, and was capped by captain Michael Vaughan being fined 100% of his match fee.

Match referee Clive Lloyd's decision followed criticism from Vaughan of the umpires' handling of the bad light decisions on the second day.

The bowling throughout the day was awful and, two balls from the close, Geraint Jones dived directly in front of Marcus Trescothick at first slip and dropped Herschelle Gibbs on 136. Having declared, and sacrificed the possibility of reaching a century, Michael Vaughan must have been horrified by the manner in which his bowlers responded. Briefly the conditions were ideal, with low cloud hanging over the ground, and although this was soon replaced by clear blue sky which made batting easier, the direction of Steve Harmison in particular was woeful. His first eight overs conceded only nine runs, simply because the batsmen could not reach the ball. Far too many deliveries went down the leg-side and even Matthew Hoggard was below his best, four wickets notwithstanding.

Understandably James Anderson was rusty having not played a match since 4 December but Harmison's day was made complete when he hobbled off with a calf strain. Graeme Smith and Gibbs got away to a flier but were separated in the 16th over when Smith was trapped lbw to Hoggard for 29. This has been a disappointing series so far for the South African captain and his demise was all the more embarrassing because he fell over and was flat on the ground when umpire Bucknor finally raised his painfully slow finger. The bowling was still erratic, but Hoggard struck again six overs later when Rudolph laced a wide half volley to gully where Ashley Giles took a stinging catch that dislocated his right thumb.

Jacques Kallis again looked very well set, and the stand with Gibbs during the afternoon was looking ominous until Hoggard found some extra bounce and Kallis, aiming to force off the back foot, chopped the ball into his stumps for 33. Boeta Dippenaar is one of the least exciting batsmen currently in Test cricket, and after 37 minutes, he fell to a low catch at slip for a duck. The ball was so low to the ground when Trescothick took it that Dippenaar was reluctant to go. TV replays - which are only used now when the umpires are unsighted - would probably have given the batsman the benefit of the doubt, but Mr Dar sent him on his way to a chorus of boos from the crowd. AB DeVilliers joined Gibbs, who was now strangely becalmed and only 65 runs were scored in the afternoon session, but after DeVilliers hooked Hoggard and was caught at long leg for 19, Gibbs reached his 14th century in almost five and a half hours. The second new ball failed to force an immediate breakthrough as Gibbs and Boucher launched a counter attack and added 120 crucial runs before Boucher was caught at point for 64.
",cricket
"Sri Lankans cleared of misconduct

Two Sri Lanka cricketers have been cleared of misconduct dating back to the ICC Champions Trophy in 2004.

Avishka Gunawardene and Kaushal Lokuarachchi were both the subject of an official disciplinary inquiry after allegations of drunken misconduct. A Colombo newspaper had made the claims after a defeat against England in Southampton which led to Sri Lanka exiting the tournament early. But the disciplinary panel could find no evidence against the players. Sri Lanka Cricket chief executive Duleep Mendis said: ""Nobody was prepared to give evidence and there was absolutely no evidence to substantiate the article's allegations."" Gunawardene, 27, a hard-hitting opener, and Lokuarachchi, a 22-year-old leg-spinning all-rounder, were both dropped from the national squad after Sri Lanka's tour of Pakistan in October.
",cricket
"Kallis keen on Glamorgan return

South Africa's star batsman Jacques Kallis says he would relish a return to county cricket with Glamorgan.

""I want a break after the West Indies tour, but in the future I want to return to county cricket and Glamorgan are my first choice,"" said Kallis. ""I thoroughly enjoyed my time in Cardiff and hope to go back."" The 29-year-old, rated the number-one batsman in the world after a stunning year, spent a successful season with the Welsh county in 1999. He has starred for South Africa in the series with England, averaging 60.85 with the bat, but knows he has a job to do with his side 2-1 down heading into the final Test in Pretoria. ""We're under a lot more pressure than England, but we're determined to draw the series,"" Kallis told BBC Sport Wales. ""England did it to us in the final Test of the last series between the sides, now it's our turn to come out and win the game. ""Losing the last Test was very frustrating. The batting let us down, to get bowled out in two sessions on that type of wicket was not good enough. ""We'd played good cricket until then and felt we'd had the chance to win the game."" Despite his desire to return to county cricket in the future, Kallis admitted that the demands of the international game were taking its toll and called for a reassessment of the fixture calendar. He is keen to carry on with his bowling, though, and still sees his future as an all-rounder. ""I enjoy my bowling,"" he said, ""I've worked hard on it and hope to keep it going for a few years yet.""
",cricket
"England victory tainted by history

As England attempt to secure a series victory in South Africa, they will do so at the venue for a previous match which became the stuff of Test cricket folklore.

South Africa's meeting with England at Centurion Park in January 2000 was thought to have been an enthralling spectacle, with the tourists claiming a remarkable win after three whole days were lost to bad weather. It took a few short months to reveal the unfortunate truth; that a bookmaker had given home skipper Hansie Cronje money - and a leather jacket - to influence the outcome of the match. Cronje, who was killed two years later in a plane crash, was subsequently found guilty of match-fixing and banned from Test cricket for life. Opening the bowling for England was Andy Caddick, who told BBC Sport: ""They were 2-0 up in the series, we had a lot of English supporters there and South Africa just wanted to make a game of it. That's what I thought. ""At the time you don't think anything of it but then afterwards you start to put two and two together, with events that happened afterwards."" England captain Nasser Hussain put the South Africans in after winning the toss, and was given an early reward, of a purely cricketing nature, when Gary Kirsten edged Darren Gough to second slip for a duck in the first over.

Cronje also fell to Gough for a duck as the home side closed the first day 155-6. The next three days were then wiped out competely due to a combination of rain and damp ground conditions before Cronje approached Hussain with a suggestion to manufacture a result. South Africa had already secured the series having won in Johannesburg and Cape Town, but Cronje (and his friends) wanted to create some interest in the final day at Centurion. The idea was for each side to forfeit an innings each, leaving the tourists with a run chase, so South Africa reached 248-8 on the final morning to set England 249 from 76 overs. Kirsten was one of several players opposed to the move, as he explained to BBC Sport. ""Hansie came up to us in the changing room on the last day and said: 'I'm keen to forfeit the innings and set the total.'

""He asked the team and there was a mixed reception. ""Some of the guys felt we didn't want to give England a chance of winning - you don't mess around with Test matches - and some said nothing! ""Hansie just decided, and maybe we know why in hindsight, to go for it but there was quite a bit of resistance and some of the guys didn't think it was a good idea at all."" England's 12th man that day was Phil Tufnell, who recalled: ""Everyone thought it was a very good gesture in the spirit of the game. ""The game had meandered along and all of a sudden it was like an old fashioned three-day county game and we were having a chase."" Whatever the reasons - later it emerged that Cronje's part had been simply to ensure against a draw - it led to a fascinating cricket match.

England needed six from the final seven balls and Yorkshire tailenders Chris Silverwood and Darren Gough both hit boundaries to give them a two-wicket victory. ""It ended as a great day for cricket,"" Kirsten conceded. ""One could argue it was good for people who had been frustrated having not watched any cricket and suddenly got a great last day. ""But from a player's point of view you've worked so hard for three months trying to win a Test series that you don't give Test matches away, or create the opportunity to make it easy to win one."" Tufnell has favourable memories of Cronje, who played county cricket for Leicestershire in the 1990s. ""He always came across as a nice bloke,"" the spinner said. ""He always came and said 'Hi' and seemed a very intelligent captain, a good competitor and a good ambassador for South African cricket."" Kirsten too recalls some positive images of Cronje. ""We all know that what he did cannot be condoned in any circumstances,"" he said. ""But my view is he did a huge amount for my career. ""I thought he was an outstanding captain and I've made mistakes in my life so I'm not in a position to be judgemental.""
",cricket
"Ashes defeat 'won't hurt Aussies'

Australia great Rodney Marsh says it would do his country no harm if they were to return from England in September having lost the Ashes.

""In the big picture, England need to be strong,"" said Marsh, who steps down as director of England's national academy in September. ""So, it won't do Australia or the game any harm if they lose the Ashes. ""If people back home cannot understand that, that's tough,"" he told the Daily Telegraph newspaper. Marsh flew out on Wednesday to Dubai as coach of the England A team for their tour of the United Arab Emirates and Sri Lanka. He has been employed by the England and Wales Cricket Board as academy director since 2001, and subsequently as a selector. ""By the time I leave the ECB, I would like to think I had played a small part in making England more competitive, though the players are the ones who have done the work,"" he said. Australia have won the past eight Ashes series and are the world's top-ranked team. The five-Test Ashes series begins at Lord's on 21 July.
",cricket
"Pakistan have the edge - Mushtaq

Mushtaq Ahmed believes Pakistan are on the verge of their first Test series win in India for 18 years.

Imran Khan was the last Pakistan captain to return home victorious, and India are favourites for the three-Test series starting on 8 March. But former Test spinner Mushtaq told BBC Sport: ""Pakistan have the advantage because of the confidence they would have gained from playing Australia. ""They showed in the one-day series they had learned from their mistakes."" After losing the Test series 3-0, Pakistan improved throughout the triangular VB Series, beating Australia in a group game and advancinhg to the finals at the expense of Champions Trophy winners West Indies. ""I know Pakistan didn't win,"" Mushtaq added. ""But they had very good games. ""The amount of cricket they played against the best team in the world will serve them well in India. ""I think they will play with more freedom and I think they have a good chance.""

Mushtaq, who took 185 wickets in a 52-Test career for Pakistan, is not concerned about the absence of fast bowler Shoaib Akhtar, who pulled out of the tour with a hamstring injury. ""Shoaib Akhtar is a match-winner for sure, but the other bowlers did a great job against Australia,"" he said. ""I think Danish Kaneria will play a big role, as will Mohammad Sami. So, despite Shoaib not being there, I think the Pakistani team looks well balanced."" It is a view not shared by former captain Mushtaq Mohammad, who told the Press Trust of India the squad is the ""weakest-ever"" Pakistan has produced. ""The team that visited England in 1978-79 under Wasim Bari was definitely weak, but it was unavoidable as there was ban on cricketers who had signed for Kerry Packer,"" he said. ""I am sorry to say that this Pakistan team looks like a club team to me. ""Barring a couple of them, there are no quality batsmen in the side. They have faulty techniques, are too flashy, have no footwork, no temperament and consequently they are inconsistent. ""I desperately want my country to do well in India and win the Test series because this series means a lot to the people of Pakistan. ""But sadly, cricket is not played with emotions. It is played with talent and skill. ""I hope my assessment about the team is incorrect and if they prove me wrong, I will be the happiest man on this planet.""
",cricket
"New Zealand to step up security

New Zealand cricket officials are to review security after Australia players were hit by missiles during Saturday's opening one-day international.

The match was stopped several times after Australian fielders complained they had been hit by plastic bottles. New Zealand Cricket chief executive Martin Snedden labelled the missile throwing ""unacceptable"". ""It wasn't the number of security guards, it was the fact they needed to be more proactive,"" he said. Australia captain Ricky Ponting complained immediately after his side's 10-run win. ""Someone's going to get hurt. You have to have more security guys around the players on the boundary,"" he said. However, Kiwi coach John Bracewell accused Australia of using the crowd as a delaying tactic.

He claimed the missile-throwing was no different to the treatment his players got in Australia. Former Australia skipper Steve Waugh threatened to take his players off the field after similar crowd disturbances in New Zealand five years ago. ""I think the tactical awareness as learned by Steve Waugh has been passed on,"" Bracewell said. Despite being hit by a missile at one point, Aussie bowler Glenn McGrath was the star of the show, returning figures of 4-16. ""Glenn was outstanding and we just did enough to win,"" Ponting said. ""It's a very hard place to win over here and we found that out tonight."" New Zealand skipper Stephen Fleming praised Hamish Marshall, whose 76 almost rescued the match. ""We were out of it, came back really well - Hamish was outstanding - but we just lost our way towards the end.""
",cricket
"Shoaib ruled out of Test series

Fast bowler Shoaib Akhtar will miss Pakistan's Test series in India because he is still troubled by a hamstring injury and cannot be considered.

He suffered the injury in Australia last month and says his recovery will take another four to five weeks. The squad for India will be named on Saturday but he was quoted as saying: ""I don't want to play half fit."" The news comes less than 24 hours after he was fined £265 for breaching the terms of his contract in Australia. He was accused of visiting nightclubs and talking to the media without permission, but denies the charges and has lodged an appeal against the decision of a disciplinary panel. However, Shoaib insisted his decision to pull out of the Test series had nothing to do with the outcome of the disciplinary hearing. ""My decision is not linked to the fine or warning,"" he said. ""It is an honest decision since I don't want to go half fit to India."" Shoaib's absence will be a huge blow to Pakistan's chances of avenging last year's home Test series defeat by India. But he still hopes to be available for the six one-day internationals which follow the Test matches. ""I have informed the Pakistan Cricket Board of my decision and will inform them as soon as I get fit so if the team needs me at that stage I am available.

""I would love to play the one-day series provided the team needs me,"" he added. The 29-year-old, known as the Rawalpindi Express, is the quickest bowler in world cricket and has been clocked at 100mph. But his fitness record has been poor and he has missed 30 of the 66 Tests Pakistan have played since he made his debut in November 1997. Shoaib believes injuries are an inevitable part of the game for fast bowlers because of the amount of international cricket nowadays. But critics point to the fact that he has increased his workload by agreeing contracts with English counties. He had spells with Durham in 2003-04 and is due to play for Worcestershire in the second half of the 2005 season following a tour to the West Indies. Pakistan, meanwhile, are awaiting fitness reports on fellow seamers Mohammad Sami, Mohammad Khalil and Shabbir Ahmed before finalising their squad for India. Another paceman, Umar Gul, will definitely not make the trip because he is still undergoing rehabilitation following stress fractures in his back.
",cricket
